age,two_year_recid,c_charge_degree,sex,priors_count,length_of_stay,race,unrelated_column_one,unrelated_column_two,response
43,0,F,Male,4,47,0,1,1,1
21,1,F,Male,2,77,0,1,0,1
48,0,F,Male,0,27,0,1,1,1
21,1,M,Male,0,0,0,0,1,1
27,0,M,Male,0,2,0,1,1,1
52,0,F,Male,0,0,0,1,1,1
24,1,M,Male,9,10,0,1,0,0
22,0,F,Female,1,0,0,1,1,1
36,0,M,Male,0,2,1,1,1,1
23,0,F,Male,2,237,1,0,1,1
23,0,M,Male,1,5,0,0,0,1
45,0,F,Male,0,1,0,0,0,1
27,1,F,Male,6,30,1,0,1,1
35,0,F,Male,8,239,1,1,0,0
33,0,M,Male,0,0,0,0,1,1
21,1,F,Female,1,0,1,1,0,1
25,1,F,Male,3,0,0,0,1,1
23,1,M,Male,0,0,1,0,1,1
21,1,F,Male,1,3,0,0,0,1
26,1,F,Male,6,2,1,0,0,0
55,0,M,Female,1,2,1,0,0,1
20,1,F,Male,1,14,1,1,0,0
28,1,F,Male,2,1,1,1,1,1
55,0,F,Female,0,1,0,0,0,1
37,0,M,Male,3,1,1,0,0,1
27,1,M,Male,0,5,1,1,0,1
30,0,M,Female,0,-1,1,0,0,1
25,1,F,Female,2,0,0,1,0,0
41,0,M,Male,0,0,0,1,0,1
39,1,F,Female,3,0,1,0,1,1
35,1,F,Male,22,2,1,1,0,0
35,0,F,Female,13,2,1,0,1,0
33,0,F,Male,0,1,0,1,0,1
21,1,F,Male,0,1,1,1,0,0
27,0,F,Male,1,5,1,0,0,1
26,1,F,Male,3,0,1,1,1,1
49,1,M,Male,11,32,1,1,1,1
30,1,F,Male,22,3,0,1,0,1
54,0,F,Male,11,129,1,0,0,0
28,0,F,Male,2,125,1,0,1,1
41,0,M,Female,2,0,1,1,0,1
37,0,F,Male,3,38,0,1,0,1
27,1,F,Female,5,1,0,1,1,1
25,1,F,Female,0,0,0,0,0,1
32,0,F,Female,0,0,1,1,0,1
24,0,F,Male,2,32,0,1,0,1
27,1,F,Female,1,25,0,0,1,1
58,0,M,Male,8,1,0,1,0,1
36,0,F,Male,5,11,1,1,0,1
24,0,F,Male,0,0,1,0,0,1
23,0,F,Male,6,0,1,1,0,1
21,1,F,Male,2,2,0,1,0,1
34,0,M,Female,1,1,0,1,1,1
34,0,M,Male,5,0,1,1,0,1
24,0,F,Male,0,1,1,1,1,0
43,1,F,Male,18,9,1,1,0,1
33,1,F,Female,5,2,0,0,1,1
36,1,F,Male,3,1,1,1,1,1
67,0,F,Male,1,0,0,1,0,1
39,1,F,Male,2,1,0,0,1,1
31,1,M,Male,6,1,0,1,1,1
20,1,F,Male,0,0,1,0,0,0
39,1,F,Male,7,0,1,0,1,0
26,1,F,Male,5,22,1,1,0,1
33,0,M,Female,0,1,1,1,0,1
48,0,F,Male,7,0,0,0,0,1
41,0,F,Male,3,1,0,0,0,1
25,1,F,Male,5,155,1,0,1,0
35,1,F,Male,6,0,1,0,0,0
21,1,F,Male,1,1,0,1,1,1
44,0,F,Male,7,24,1,0,1,1
42,1,F,Female,0,0,0,0,1,1
26,1,F,Male,5,36,1,0,0,0
22,1,F,Male,1,0,1,0,1,1
24,1,F,Male,1,4,0,1,0,1
31,1,M,Male,7,1,1,0,0,1
41,0,F,Male,6,6,1,1,0,1
52,1,F,Male,4,7,0,1,0,1
29,1,F,Female,0,343,0,0,0,1
24,0,F,Male,0,15,0,0,1,1
55,1,M,Male,0,-1,0,1,1,1
30,1,F,Male,21,1,1,0,1,1
50,0,F,Male,0,2,0,0,1,1
42,0,F,Male,6,-1,0,1,0,1
30,0,M,Male,1,2,1,0,0,1
37,0,F,Male,6,1,1,0,0,1
25,0,F,Male,1,0,1,0,0,1
21,1,F,Male,1,5,0,0,1,1
36,1,F,Female,3,27,0,1,1,1
20,1,F,Male,2,2,1,1,0,0
57,1,M,Male,0,-1,0,1,1,1
74,0,M,Male,0,0,0,1,1,1
37,0,M,Male,6,1,0,0,1,1
23,0,F,Male,0,2,0,1,1,0
32,1,F,Male,14,2,1,1,0,0
33,1,M,Male,8,0,1,1,1,1
21,1,F,Female,0,1,1,1,0,0
52,0,M,Female,6,33,0,1,0,1
24,0,M,Female,0,23,0,1,0,1
30,0,M,Male,1,1,1,1,0,1
49,0,M,Male,1,10,1,1,0,1
41,0,F,Male,0,0,0,0,1,1
51,1,M,Male,1,0,1,0,1,1
22,1,F,Male,6,2,1,0,1,1
22,0,F,Male,1,8,0,1,0,1
23,0,M,Male,0,1,0,1,1,1
35,1,M,Male,1,1,1,0,1,0
23,0,M,Female,0,1,0,0,0,0
25,0,M,Female,0,0,0,1,1,1
25,1,F,Male,3,0,1,0,1,0
25,0,M,Male,5,1,1,0,1,0
49,0,F,Female,0,-1,0,0,0,1
48,0,F,Male,4,1,1,0,1,1
45,0,F,Male,2,0,0,0,1,1
36,1,F,Male,14,0,1,1,1,1
21,1,F,Male,0,6,1,0,0,0
45,0,M,Male,0,0,1,1,0,1
30,0,M,Male,2,5,1,1,1,1
34,1,M,Male,2,1,0,0,0,1
34,0,M,Male,1,0,0,1,0,1
21,1,F,Male,0,1,0,0,0,1
37,0,M,Female,0,1,0,0,0,1
24,0,M,Male,0,1,1,1,1,1
29,1,F,Male,10,2,0,1,1,0
22,0,F,Male,1,43,1,1,1,1
25,1,F,Male,7,43,0,0,1,0
28,1,F,Male,4,5,1,0,1,1
26,0,F,Male,5,0,0,0,1,1
26,0,M,Female,1,1,0,0,1,1
30,1,F,Male,5,1,1,0,0,1
22,1,F,Male,2,11,0,0,1,0
26,0,M,Female,0,0,0,1,1,1
19,1,F,Male,0,0,1,0,1,1
33,0,F,Female,5,186,1,0,1,1
41,0,M,Male,9,32,0,0,0,1
51,0,M,Male,0,0,0,1,1,1
24,0,M,Male,2,3,1,0,0,1
36,1,M,Male,5,0,0,0,0,1
56,0,F,Female,1,1,0,1,0,1
52,1,F,Male,9,33,0,1,1,1
34,0,F,Male,0,28,0,1,1,1
23,1,M,Male,1,27,1,0,1,1
42,0,F,Male,2,0,1,1,1,1
34,0,M,Male,0,0,0,0,1,1
41,0,F,Female,3,1,0,0,1,1
21,0,F,Female,2,12,1,1,1,1
23,1,F,Male,2,2,1,1,1,1
25,0,F,Male,2,0,0,1,0,1
30,0,M,Male,0,0,0,1,1,1
24,0,M,Male,0,3,1,0,1,1
27,1,M,Male,2,1,0,1,1,1
55,1,F,Male,8,6,0,0,0,1
31,0,F,Male,5,1,0,0,0,1
32,0,M,Male,0,0,0,1,0,1
29,1,M,Female,1,2,0,0,0,1
47,0,M,Male,1,1,0,1,1,1
26,1,F,Male,3,13,1,0,1,0
51,0,F,Female,7,1,1,0,1,1
29,1,F,Male,6,0,0,0,0,1
56,0,F,Female,1,1,1,1,1,1
35,0,F,Male,5,0,0,1,0,1
24,1,M,Male,2,506,1,0,1,0
33,0,F,Male,0,0,0,1,1,1
20,0,F,Female,0,0,0,0,0,1
22,1,M,Male,0,0,0,0,0,1
24,1,F,Male,3,0,1,1,1,1
32,0,M,Male,0,1,1,0,0,1
30,1,M,Male,5,5,0,1,1,0
29,0,M,Male,2,0,1,1,0,1
30,0,F,Male,1,21,1,1,0,1
59,1,M,Male,0,0,0,0,0,1
27,0,M,Male,0,0,0,0,1,1
38,0,F,Male,0,1,0,1,1,1
43,0,F,Male,0,41,1,0,0,1
45,0,M,Male,0,1,0,1,1,1
30,1,F,Male,7,0,1,1,1,0
22,0,F,Male,0,0,1,1,1,1
23,1,M,Male,3,26,0,0,0,0
22,0,F,Male,1,236,0,0,0,1
26,0,M,Male,0,1,0,1,1,1
29,1,F,Male,11,49,0,0,1,0
22,0,F,Male,2,3,0,0,0,1
25,0,M,Male,0,1,1,1,1,1
48,0,F,Female,0,17,0,0,0,1
35,0,M,Male,2,1,1,1,0,1
23,1,M,Male,0,1,1,1,0,1
36,1,F,Male,0,37,0,1,1,0
27,0,F,Female,1,26,1,0,1,1
24,1,M,Male,2,1,1,0,1,1
21,1,F,Male,0,0,0,0,0,1
21,1,M,Male,0,1,1,0,0,1
25,1,F,Male,4,0,1,0,0,0
38,1,F,Male,3,4,1,1,1,1
40,0,F,Male,2,3,1,0,0,1
28,0,M,Male,0,0,1,0,0,1
33,1,M,Male,1,1,1,0,0,1
28,1,F,Male,3,165,0,0,0,0
24,0,F,Female,0,0,1,1,1,1
43,0,M,Male,0,1,0,1,0,1
26,0,M,Male,1,1,0,0,0,1
36,0,M,Male,0,0,0,0,0,1
22,1,F,Male,0,71,1,1,1,1
21,1,F,Female,0,33,1,0,0,0
55,0,F,Male,1,0,0,0,0,1
32,1,F,Male,1,1,1,1,1,0
24,0,F,Male,2,1,1,1,1,1
30,1,F,Female,3,0,0,0,0,1
29,0,M,Male,0,0,1,0,0,1
27,1,F,Female,2,4,1,0,1,1
26,1,M,Male,0,0,1,0,1,1
27,1,M,Male,1,1,0,1,0,1
23,0,F,Male,2,35,0,1,0,1
37,0,F,Male,0,13,1,1,0,1
27,0,F,Male,11,3,1,0,1,0
20,0,M,Male,0,1,0,1,1,1
52,0,M,Male,7,0,0,0,0,1
30,1,M,Female,15,1,1,1,1,0
25,0,M,Male,0,3,0,0,0,1
21,0,F,Male,1,0,0,0,1,1
53,0,M,Male,1,1,0,1,1,1
26,0,M,Male,0,1,1,1,1,1
30,0,M,Male,1,3,0,1,1,1
53,1,M,Male,0,3,0,1,0,1
36,0,F,Female,1,1,1,1,1,1
51,0,F,Male,1,7,1,1,0,1
39,1,M,Male,2,1,1,0,1,1
62,0,F,Male,0,2,0,0,0,1
61,0,F,Male,25,1,1,0,1,1
43,0,F,Male,1,1,1,1,0,1
27,0,M,Female,0,0,0,0,1,1
34,1,F,Female,0,0,0,0,0,1
52,1,F,Male,0,7,0,1,1,1
33,1,F,Male,11,1,0,1,0,1
23,1,F,Female,1,1,1,0,0,1
62,1,F,Male,13,1,1,0,1,0
40,0,F,Male,2,1,1,1,1,1
47,1,F,Female,1,14,0,1,1,1
42,1,F,Male,4,17,0,1,1,1
29,0,M,Male,0,0,1,0,0,1
30,0,M,Male,0,-1,0,1,0,1
45,0,M,Male,1,26,0,1,0,1
28,1,M,Male,3,-1,1,0,1,1
36,0,M,Female,1,1,1,1,1,1
28,1,F,Male,2,1,0,1,0,1
37,1,F,Male,1,0,0,1,0,1
24,1,M,Male,2,2,1,1,1,0
25,1,M,Male,1,0,0,1,1,1
25,1,F,Male,5,1,1,0,1,0
45,0,F,Female,1,6,1,1,1,1
28,0,M,Male,0,2,0,1,0,1
30,1,F,Male,10,0,1,1,1,1
30,1,F,Female,11,6,1,0,1,1
29,1,M,Female,2,-1,0,1,1,1
29,0,F,Male,0,1,1,1,1,0
30,1,F,Male,12,-1,1,1,0,0
27,0,F,Female,0,0,1,1,0,1
30,0,F,Male,2,1,0,1,1,1
28,0,F,Female,0,2,0,0,1,1
26,1,F,Male,5,3,1,0,1,0
30,0,F,Male,1,0,0,1,1,1
22,1,F,Male,1,21,1,0,1,1
53,0,F,Male,2,0,0,0,0,1
38,1,M,Male,0,2,0,1,0,1
31,0,F,Male,1,1,0,0,1,1
53,1,M,Male,18,41,1,0,1,1
34,1,M,Male,1,1,1,0,1,1
31,0,F,Male,6,0,1,0,1,0
51,0,M,Male,5,0,1,0,0,1
31,1,F,Male,6,0,1,0,0,1
39,0,F,Male,0,0,0,0,0,1
21,0,F,Male,1,2,1,1,0,1
30,0,F,Male,4,-1,1,1,1,1
29,1,F,Male,17,1,1,0,0,0
33,0,F,Female,1,0,1,1,0,1
63,0,M,Male,1,5,0,1,1,1
33,1,M,Male,4,17,1,1,0,1
22,1,F,Male,2,1,1,1,1,1
32,0,F,Male,8,2,0,0,0,1
23,1,F,Female,2,116,1,0,1,0
25,1,M,Male,1,0,0,1,0,1
44,0,F,Male,0,1,1,1,1,1
25,1,F,Male,14,7,1,1,0,0
52,1,F,Female,2,1,1,0,1,1
36,0,M,Female,0,0,0,1,1,1
27,0,F,Female,0,5,0,0,1,1
23,0,M,Female,0,0,1,1,0,1
48,0,F,Male,1,0,0,0,0,1
43,0,M,Male,0,1,1,1,0,1
35,1,F,Male,5,1,1,0,1,1
32,0,F,Male,0,-1,1,0,0,1
28,1,F,Male,7,77,1,1,1,1
19,0,F,Male,1,4,0,0,0,0
22,0,M,Female,0,1,1,1,1,1
58,0,M,Male,3,-1,0,1,1,1
59,1,F,Male,1,1,0,1,0,1
29,0,F,Male,7,1,1,1,0,1
46,1,F,Male,2,9,1,1,1,1
31,0,M,Female,2,117,0,1,0,1
34,1,M,Male,5,3,1,1,1,1
45,0,F,Male,1,-1,0,1,0,1
43,0,F,Male,0,3,1,0,0,1
40,0,F,Male,1,1,0,1,0,1
23,0,F,Male,0,1,1,0,1,1
21,0,M,Male,3,5,0,1,0,1
38,0,M,Male,0,1,0,0,0,1
48,1,F,Male,25,6,1,1,0,0
25,0,F,Male,1,0,1,0,1,1
37,1,M,Female,0,0,0,1,0,1
30,0,M,Female,0,3,0,1,0,1
27,0,M,Male,5,0,1,1,1,1
24,1,F,Female,2,1,0,0,0,1
30,0,F,Female,3,26,1,0,1,1
27,0,F,Female,0,1,0,1,0,1
32,0,F,Male,1,0,0,1,0,1
22,0,F,Male,1,1,1,1,1,1
32,0,F,Female,5,4,0,1,0,1
25,0,F,Male,1,1,0,0,0,1
51,0,M,Male,0,1,0,0,0,1
38,1,F,Male,10,0,0,0,1,0
51,0,F,Male,2,22,0,0,1,1
26,0,M,Male,1,7,1,0,1,1
37,1,M,Male,4,0,0,0,0,1
34,0,F,Male,11,1,0,0,0,1
53,0,M,Male,1,1,0,0,0,1
27,0,M,Male,0,1,1,0,0,1
42,1,F,Male,3,-1,0,1,1,1
35,0,F,Female,5,0,1,0,0,1
39,1,F,Male,0,2,0,0,0,1
53,0,M,Male,0,1,0,0,0,1
26,1,F,Male,0,2,0,1,1,1
27,1,M,Male,6,1,1,0,1,1
35,0,M,Female,0,0,0,0,0,1
30,1,M,Male,6,0,1,1,0,1
32,0,F,Male,3,120,0,1,0,1
48,0,F,Female,0,1,0,0,1,1
29,0,M,Male,0,0,0,0,1,1
30,1,F,Male,9,1,1,0,0,1
31,0,M,Male,0,3,1,0,1,1
37,0,M,Male,0,0,0,0,0,1
25,1,F,Male,2,0,0,0,1,1
35,0,M,Male,8,8,1,1,0,1
22,0,M,Male,0,0,0,0,0,1
42,0,M,Female,2,34,1,1,0,1
29,0,M,Male,0,1,1,1,1,1
38,0,M,Male,0,1,0,0,0,1
51,0,M,Female,0,1,0,1,0,1
56,0,F,Male,3,191,0,0,0,1
34,1,F,Female,0,31,0,1,0,0
56,0,F,Male,5,12,1,1,0,1
32,1,F,Male,4,1,1,1,1,0
25,0,F,Male,3,1,1,0,1,1
23,0,F,Male,0,0,0,1,1,1
27,0,F,Male,0,17,1,1,0,1
28,0,F,Female,4,2,1,0,1,1
48,0,F,Male,4,0,1,0,1,1
28,0,F,Female,3,16,1,1,0,1
38,0,F,Female,0,0,0,0,0,1
51,0,F,Female,0,1,0,0,1,1
29,1,F,Male,3,1,0,0,1,1
23,1,F,Male,5,1,1,0,0,1
20,0,F,Male,1,1,1,0,0,1
32,0,F,Male,0,1,1,1,0,1
43,1,F,Male,0,1,1,1,0,1
23,1,F,Male,2,2,1,0,0,1
44,1,F,Male,0,8,0,1,1,1
61,0,F,Male,11,1,1,0,0,1
50,0,F,Male,1,1,0,1,1,1
41,1,M,Male,3,2,1,1,1,1
50,0,F,Female,3,-1,1,1,0,1
39,1,F,Male,6,2,1,1,0,1
46,0,F,Male,0,1,0,1,0,1
30,0,F,Male,1,-1,1,0,0,0
65,0,F,Female,1,1,0,1,1,1
31,1,F,Male,3,15,1,0,1,1
43,1,M,Male,3,2,0,1,0,1
40,0,F,Male,5,0,0,0,0,1
37,0,M,Male,0,0,1,0,0,1
31,1,M,Male,3,0,0,0,0,1
54,0,F,Female,7,18,1,0,1,1
23,1,M,Male,4,0,0,0,1,1
30,1,M,Male,9,7,0,0,1,1
34,1,F,Male,3,33,1,0,1,1
34,0,M,Male,0,0,0,0,0,1
47,1,F,Male,22,1,1,0,0,1
31,0,F,Male,5,2,1,0,0,1
28,0,F,Male,8,40,1,1,0,1
33,0,M,Female,1,0,0,0,1,1
55,0,F,Male,5,300,1,1,1,1
39,1,F,Male,3,3,1,0,0,1
51,0,M,Female,3,0,1,1,0,1
28,1,F,Male,0,0,0,0,1,1
23,1,F,Male,2,22,1,0,0,1
34,1,M,Male,0,2,1,1,1,1
26,1,F,Male,2,19,0,0,0,1
49,1,F,Male,1,19,1,1,0,1
46,0,F,Male,3,14,0,1,1,1
22,1,F,Male,0,0,1,0,1,1
22,0,F,Female,2,1,1,1,1,1
25,0,F,Male,1,1,1,1,1,1
70,0,M,Male,1,12,0,1,0,1
50,1,F,Female,3,0,0,1,0,1
31,0,F,Male,0,80,0,0,0,0
26,1,F,Female,3,0,1,0,0,1
36,0,M,Male,2,0,0,1,0,1
72,0,F,Male,7,-1,0,0,0,1
27,1,M,Male,0,0,0,1,1,1
45,0,M,Male,0,2,0,0,0,1
64,0,F,Female,0,0,0,1,1,1
24,1,M,Male,3,3,0,1,0,0
29,0,F,Male,1,0,0,1,1,1
26,1,F,Male,2,-1,0,0,0,1
61,0,F,Male,0,0,0,1,0,1
32,1,F,Male,8,2,1,1,1,0
24,1,M,Male,1,0,1,1,0,1
34,0,F,Male,3,0,1,0,1,1
51,1,F,Male,4,1,0,0,1,1
26,1,F,Male,0,1,0,0,1,1
39,1,M,Female,1,10,0,1,0,1
20,0,F,Female,0,-1,1,0,1,0
34,0,F,Male,0,1,1,0,0,1
21,0,M,Male,0,1,1,1,0,1
24,1,F,Male,3,39,0,0,1,1
50,0,F,Male,11,2,1,0,1,0
25,1,F,Male,0,9,1,1,0,0
27,1,F,Female,3,2,1,1,0,1
20,1,F,Male,1,1,0,1,0,1
39,1,F,Male,0,0,1,1,0,1
24,1,F,Female,6,3,0,1,1,0
43,0,F,Male,0,2,0,0,0,1
24,1,F,Female,1,0,1,1,0,1
27,1,F,Male,11,5,1,0,0,1
32,1,M,Female,0,0,1,1,0,1
37,1,M,Male,12,0,1,0,0,0
43,0,M,Female,0,29,0,1,1,1
30,1,F,Female,2,43,0,0,1,0
30,0,F,Male,0,0,0,1,0,1
57,0,M,Male,0,0,0,1,1,1
21,1,F,Female,1,0,1,0,1,1
35,0,M,Female,4,1,0,0,1,1
32,1,F,Male,0,17,1,1,0,1
48,0,F,Male,1,2,0,0,0,1
20,0,F,Male,4,0,0,0,0,0
46,0,F,Male,4,2,0,1,1,1
22,0,F,Female,0,0,1,1,0,1
32,1,F,Male,21,64,1,0,0,0
22,0,F,Male,1,2,1,0,1,1
37,0,F,Male,2,7,1,0,0,1
28,0,F,Male,4,29,1,1,0,1
21,0,M,Male,0,0,1,0,0,0
29,1,F,Male,7,4,1,1,1,1
53,0,F,Male,1,1,0,1,1,1
23,1,M,Male,5,54,0,1,0,1
24,0,F,Male,0,-1,1,0,0,1
49,1,F,Male,8,3,0,1,1,1
23,1,F,Male,7,9,0,1,0,1
29,0,F,Male,0,0,1,1,0,1
53,1,F,Male,9,117,0,1,0,1
23,1,F,Male,1,1,1,0,1,0
23,1,M,Male,1,1,1,0,0,1
37,1,M,Male,3,2,0,1,1,1
22,1,F,Male,1,103,1,0,0,0
31,1,F,Male,1,39,0,1,1,1
59,0,F,Female,2,29,0,0,1,1
29,1,F,Male,15,1,1,0,0,1
26,0,F,Male,0,0,0,1,0,1
25,0,F,Female,14,0,0,0,0,1
29,1,F,Male,4,1,1,1,0,1
36,0,F,Male,0,0,1,1,1,1
47,1,F,Male,1,81,0,0,1,1
36,0,F,Male,0,0,1,0,1,1
30,0,F,Male,10,93,1,0,0,0
56,1,M,Male,9,19,0,1,1,1
30,0,M,Male,3,0,0,0,1,1
52,1,M,Male,6,1,1,0,0,1
22,1,M,Female,0,0,1,0,0,1
23,1,M,Male,0,0,0,0,0,1
27,0,F,Male,1,-1,1,0,1,1
37,0,M,Male,0,0,0,0,1,1
52,0,M,Female,0,1,0,1,0,1
42,0,F,Male,0,1,0,1,0,1
29,0,F,Male,0,0,1,1,0,1
38,1,F,Male,7,6,1,1,1,1
32,0,F,Male,4,3,1,1,0,0
29,1,M,Male,7,1,0,0,1,0
25,1,M,Male,0,1,1,1,0,1
20,1,F,Male,1,5,1,1,1,0
41,1,F,Male,24,1,1,0,1,0
33,1,F,Male,12,1,1,0,0,0
41,0,F,Male,0,3,1,0,1,1
69,1,M,Male,0,2,0,0,0,1
24,1,F,Male,6,218,0,0,1,0
49,1,F,Male,3,0,1,0,0,1
25,1,F,Male,0,1,1,1,0,1
42,0,F,Male,1,0,1,1,0,1
26,1,M,Male,1,0,0,1,0,1
25,0,F,Male,0,0,1,1,1,1
30,0,F,Male,0,0,0,0,1,1
27,1,F,Male,2,246,1,1,1,1
44,0,F,Male,5,6,0,1,0,1
27,1,F,Male,4,3,0,1,1,1
21,1,F,Male,1,5,1,0,0,0
24,1,F,Male,3,1,1,1,1,1
21,0,M,Male,0,0,0,1,0,1
50,1,M,Female,7,7,0,0,0,1
27,1,F,Male,10,1,1,0,0,0
21,1,F,Male,0,4,1,1,1,1
23,0,M,Female,0,0,0,0,1,1
28,0,M,Female,0,1,1,0,0,1
61,0,F,Male,1,1,0,0,0,1
25,1,M,Male,2,1,0,0,0,1
56,0,F,Female,1,169,0,1,0,0
34,0,F,Male,2,12,1,0,1,1
27,0,F,Male,0,1,1,1,1,1
35,0,M,Female,0,0,0,1,1,1
27,1,F,Male,2,0,0,0,1,1
52,0,M,Male,4,4,1,0,0,1
26,0,F,Male,3,33,1,1,1,1
45,0,F,Male,16,1,1,1,1,1
24,1,F,Male,2,1,1,0,1,1
21,0,M,Female,0,0,1,0,1,1
34,0,F,Male,1,51,0,1,0,1
23,1,F,Male,3,0,1,0,1,0
50,1,F,Male,5,11,0,1,0,1
48,0,F,Female,1,0,1,0,1,1
23,0,M,Female,2,1,0,0,0,1
31,0,F,Male,0,8,1,0,1,1
45,0,M,Male,1,0,0,1,1,1
22,0,M,Male,0,3,1,1,0,0
29,1,F,Female,10,7,0,1,0,1
20,0,F,Female,0,1,1,1,0,1
34,1,M,Male,2,23,1,1,1,1
51,0,M,Male,0,1,0,1,0,1
54,1,F,Male,3,2,1,0,1,1
44,1,F,Male,14,1,1,0,0,0
39,1,F,Male,16,35,0,0,1,0
28,1,M,Male,1,0,0,0,0,1
38,0,F,Female,0,2,0,1,1,1
24,1,F,Male,5,5,0,1,0,1
28,1,F,Male,4,21,1,0,0,1
24,1,F,Male,5,0,1,0,1,1
25,1,F,Male,0,90,1,0,1,1
31,1,M,Male,11,1,1,0,1,1
30,1,F,Female,3,530,0,0,1,1
52,1,M,Male,9,38,1,0,0,0
27,1,F,Male,9,24,1,1,1,1
30,0,M,Male,1,0,1,1,0,1
39,0,F,Male,3,2,0,0,0,1
26,1,F,Male,8,0,1,1,1,0
20,0,F,Female,1,2,0,1,0,1
47,0,F,Male,3,13,0,0,1,1
30,0,M,Male,4,1,1,0,1,1
39,0,F,Male,0,0,0,0,0,1
30,1,F,Male,4,4,0,0,0,0
30,0,F,Male,0,0,0,0,0,1
30,0,F,Male,1,1,0,1,1,1
36,0,F,Male,2,1,1,1,1,1
24,0,F,Male,1,2,0,0,1,1
26,0,M,Male,0,0,1,1,1,1
34,1,M,Male,21,5,1,0,0,0
51,1,M,Male,2,0,0,1,0,1
40,0,M,Male,0,-1,0,0,1,1
38,1,F,Female,14,4,1,0,1,0
20,1,F,Female,1,3,1,0,1,0
32,1,F,Male,19,1,1,1,1,0
30,1,F,Male,9,8,1,0,1,1
36,1,M,Male,2,46,1,1,1,0
54,1,M,Male,14,28,0,0,0,1
26,0,F,Male,0,0,0,0,1,1
39,0,F,Male,0,-1,0,0,0,1
20,0,M,Male,1,0,1,1,1,1
40,1,F,Male,15,72,1,1,0,0
46,0,M,Male,0,0,0,1,1,1
29,0,F,Female,0,0,1,0,0,1
32,1,M,Male,12,1,1,1,1,0
40,0,M,Male,0,0,0,0,1,1
28,0,F,Female,0,191,1,1,1,1
25,1,F,Male,4,86,1,1,1,0
49,0,F,Male,4,1,1,0,0,1
19,1,F,Male,0,0,1,1,1,1
45,1,F,Male,8,0,1,1,1,1
31,0,F,Male,1,0,0,0,0,1
26,0,F,Male,1,1,1,1,0,1
42,0,M,Female,0,0,0,1,1,1
44,1,M,Male,19,17,1,0,1,0
63,0,F,Male,1,14,0,1,1,1
28,1,F,Male,6,2,1,1,0,0
22,1,F,Male,0,-1,1,1,0,1
47,0,F,Male,3,0,1,1,0,1
29,1,M,Male,2,0,0,0,0,1
24,0,F,Female,1,0,1,0,1,1
33,1,F,Male,1,0,1,0,0,1
29,0,F,Female,3,0,1,1,0,1
34,1,M,Male,3,1,0,0,1,1
32,1,F,Male,19,14,1,1,0,0
36,0,M,Female,1,0,1,1,1,1
32,1,M,Male,11,1,1,1,1,0
20,1,F,Male,0,2,1,1,0,1
22,1,F,Male,0,0,1,0,0,0
34,1,M,Male,0,0,1,1,1,1
65,0,M,Male,7,0,1,0,0,1
36,1,F,Male,14,2,1,0,1,0
39,0,M,Male,0,1,0,0,0,1
26,1,M,Male,24,85,1,1,0,0
24,1,F,Male,0,9,1,0,0,1
59,1,M,Male,15,14,1,1,1,1
22,1,F,Male,1,0,1,0,0,1
43,1,M,Female,0,0,0,1,1,1
27,1,F,Male,13,0,1,1,1,0
22,1,F,Male,0,5,1,1,0,1
53,1,F,Male,36,32,0,0,1,1
32,0,M,Female,1,0,1,0,1,1
56,0,F,Male,0,1,0,0,1,1
29,1,F,Male,6,0,0,1,0,1
74,0,M,Female,0,0,0,0,0,1
26,0,F,Male,2,7,1,0,0,1
43,0,M,Male,2,2,1,1,1,1
24,1,M,Male,1,123,1,1,0,0
36,1,F,Male,2,2,1,1,0,1
24,0,F,Male,5,1,0,0,1,1
22,1,F,Male,0,7,1,0,0,1
50,0,M,Male,2,0,0,0,1,1
20,0,F,Female,0,0,1,0,1,1
27,1,F,Male,8,49,1,1,0,1
26,0,F,Male,0,1,0,0,1,1
38,1,M,Male,4,1,0,1,0,1
34,0,F,Male,0,1,1,0,0,1
26,0,F,Male,1,5,0,0,1,1
41,0,M,Male,3,0,0,1,1,1
31,1,M,Male,8,0,1,0,1,1
20,1,F,Male,0,1,1,0,1,1
53,0,M,Male,0,1,0,1,1,1
33,1,F,Female,2,43,0,1,1,1
33,0,F,Female,0,2,1,0,1,1
28,1,F,Male,10,20,1,0,1,1
32,1,M,Male,0,1,0,1,0,1
69,0,F,Male,0,0,0,0,0,1
26,0,F,Male,2,0,0,1,0,1
43,0,F,Female,0,-1,1,0,0,1
27,1,F,Female,3,3,1,0,0,0
36,0,F,Male,15,1,1,0,1,1
22,0,M,Male,0,0,1,1,1,1
28,0,F,Male,0,1,1,1,0,1
43,1,F,Male,4,2,0,1,0,1
24,1,M,Male,3,0,1,0,0,1
30,0,F,Male,2,0,0,1,0,1
29,0,M,Male,3,1,1,0,1,1
34,0,F,Male,3,1,1,1,0,1
37,1,M,Female,0,1,0,0,0,1
24,1,F,Male,2,0,1,0,1,1
30,0,F,Female,4,1,1,0,1,1
35,0,M,Male,0,1,0,0,1,1
46,1,F,Male,3,59,0,0,1,1
25,0,F,Male,0,1,0,0,1,1
21,1,F,Male,1,1,1,1,0,0
25,0,F,Male,1,59,0,1,1,0
42,0,F,Male,5,31,0,1,1,1
36,1,F,Male,7,0,1,1,0,1
52,0,M,Female,0,0,0,1,0,1
20,1,F,Male,0,0,1,1,1,0
21,1,M,Male,0,3,0,0,0,1
32,1,F,Female,3,0,1,1,1,1
33,1,F,Male,3,14,0,1,1,0
